"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"East Arlington","Jacksonville","FL","Jacksonville","Duval County",341,,,,,,,,,,,,,,,,0.722848429918429,0.747209885402817,0.744836154170621,0.721618357487923,0.715887338674666,0.715887338674666,0.715887338674666,0.76352603889976,0.764098015132906,0.776669260730076,0.740528414755733,0.753891050583658,0.768988168275604,0.760814249363868,0.717703349282297,0.753093060785369,0.757575757575758,0.730747611017425,0.726256983240223,0.718629076838032,0.735744941753525,0.770712909441233,0.770833333333333,0.770833333333333,0.789229340761374,0.791666666666667,0.766007061418151,0.76150799302772,0.773383710014034,0.758474576271186,0.728119502387535,0.766691689813077,0.76275806447615,0.761269234914899,0.767063243581716,0.769288292934502,0.759219088937093,0.783158813263525,0.796749155393366,0.785504817762882,0.77293477666612,0.774798927613941,0.788163716814159,0.808106721395587,0.836875664187035,0.817510548523207,0.814836448598131,0.815914956325209,0.790461947490861,0.784313725490196,0.796610169491525,0.845448835187782,0.812441968430826,0.810640971931294,0.802303475895152,0.80154781647319,0.841244725738397,0.843895296051531,0.833333333333333,0.814360770577933,0.793130353562967,0.816451277480689,0.817236255572065,0.861093878534193,0.854383358098068,0.80117899249732,0.8085451595457,0.788461147170733,0.820487319741422,0.836762436489103,0.827994089768995,0.835714333509538,0.82723957909964,0.861597374179431,0.883838383838384,0.890965732087227,0.892056898931547,0.880309160249996,0.882352941176471,0.859771421779072,0.864963722492055,0.834434169969177,0.866901380256033,0.915458937198068,0.91743428140487,0.909042378883498,0.909042378883498,0.89058524173028,0.887887326154522,0.93917889264825
"Old Colorado City","Colorado Springs","CO","Colorado Springs","El Paso County",342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01256814782651,1.06360691798354,1.1410207673721,1.10920413354047,1.11111111111111,1.12862564020911,1.15631551362683,1.22020431328036,1.18377976190476,1.16941744861483,1.10968294772922,1.210964332893,1.20741088180113,1.21482176360225,1.28059191804212,1.18604651162791,1.24254473161034,1.18473895582329,1.21372503630127,1.21762255502544,1.2472487160675,1.25176506155134
"Downtown","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31578947368421,1.39521088816481,1.41065830721003,1.42159678345778,1.46212788875832,1.54850586522819,1.56862745098039,1.44767457469372,1.54768603069345,1.48611457177158,1.39135583185317,1.40683765334453
"Outer Sunset","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81633934176307,3.01204819277108,2.72263187748157,2.77664399092971,2.83909476165033,2.69230769230769,2.78118894116695,2.96610169491525,2.88432533568127,2.91223587616584,3.06953059278784,2.84444444444444,2.88972239358421,3.21252059308073,3.17289002557545,3.05084745762712
"Kings Grant","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948616600790514,0.933669790915645,0.994443484582259,1.01950354609929,1.03279631760644,1.01010101010101,1.01351351351351,0.989422759782571,0.979545540214996,0.943396226415094,0.970334412081985,1.01482609327798
"Turtle Bay","New York","NY","New York-Newark-Jersey City","New York County",346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9598832968636,5.15791759741871,5.11695906432749,5.01672240802676,5.01138952164009,5.00569476082005,5.00569476082005,5.22273425499232,5.15297906602254,5.46697038724374,5.28761501978012,5.26838491996374,5.33381712626996,5.47050561797753,5.49429388610427,5.42862378777823,5.44323483670296,5.39130434782609,5.44891829009966,5.44117647058824,5.47456896551724,5.4554478104443,5.51905387647832,5.58567678000259,5.40976469565179,5.36303630363036,5.46623794212219,5.43103448275862,5.38585209003215,5.3714974735875,5.24297621277393,5.33343823887799,5.28110909682518,5.27086383601757,5.35714285714286,5.22802451060138,5.3448275862069,5.18890750046529,5.01890270247669,5.22071106387787,5.20929718424525,5.27767537392037,5.35264483627204,5.35498995311453,5.33662255456167,5.30160636279782,5.36315789473684,5.25264854122808,5.16453382084095,5.07389162561576,5.17523722069177,5.0561797752809,5.11073253833049,5.0635868450441,5.17274472168906,5.2635046113307,5.18518518518519,5.12207253693322,5.12820512820513,5.1611090295991,5.04335978754601
"Midtown","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",347,,,,,,,,,,,1.51898734177215,1.57925647028536,1.55913978494624,1.52705061082024,1.53619014057496,1.51858201058201,1.44557823129252,1.6489988221437,1.59045882800496,1.59203980099502,1.57855721848479,1.62721893491124,1.71860001476778,1.6743648960739,1.7259998510464,1.71634615384615,1.69910652920962,1.66453265044814,1.651191139042,1.67181069958848,1.73086419753086,1.71821305841924,1.65719845579235,1.41618404118404,1.58004460414201,1.67789215993974,1.59691629955947,1.6541477702192,1.72632794457275,1.81026008313673,1.836,1.8149646107179,1.73656076651538,1.73333333333333,1.91715812932609,1.88584905660377,1.80778110438761,1.74528301886792,1.74528301886792,1.83660933660934,1.84105960264901,1.836,1.93452380952381,1.73333333333333,1.72733472571502,1.81564245810056,1.7426273458445,1.80672896398703,1.84138159138159,1.85430463576159,1.90558406815468,1.95503421309873,1.91873589164786,1.91995206042616,1.84725831430296,1.96335078534031,2.10997944788245,2.04207920792079,2.01305767138194,2.0010111223458,2.04490229305246,2.00235571260306,2.0010111223458,2.04639969755133,1.94094611528822,1.99829931972789,1.93438993244357,1.93500384024578,1.85414091470952,1.96506550218341,1.93452380952381,1.92796059471824,1.91740412979351,2.04851714532095,2.05680902497985,2.05540661304736,2.01550387596899,2.04734484964811,2,2.08166666666667,2.08845208845209,2.01722574796011,2.00261780104712,2.04734484964811,1.95019839509146,2.07171428571429,2.12591986917416,2.12591986917416,2.11180124223602,2.08999838965082,2.099,2.12240868706811,2.13054380575702,2.1209726443769,2.05833357329793
"Alden Bridge","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918353864578121,0.921375921375921,0.936211180815888,0.930521091811414,0.902469917669411,0.944394012307165,0.926517571884984,0.937413251210737,0.988793671720501,1.08404966571156,0.988517277804293,0.996309963099631,0.974718245507158,0.996277915632754,1.02171136653895,1.05451958595635,1.00283454556028,0.975524803226952,0.9713642595628,0.982937685459941,0.986031224322104,0.981932443047918,0.968523229548917,0.962155227710071,0.998576291079812,0.997943619095812,0.973289294718144,0.966931182406798,0.958713396602639,0.941809619912546,0.959779019975796,0.984682713347921,0.974718245507158,0.975485771830096,0.969793561150412,0.974794238683128,0.976310715930018,0.983740758512831,1.00095328884652,0.967017445711105,0.963313377044912,0.964887930012873,0.976451360684577,0.966453382417928,0.96728307254623,0.971592283630544,0.978191148171905,0.982530583384723,0.9613196814562,0.94271260596117,0.956186756293281,0.958466453674121,0.935632470119522,0.945071010860485,0.929819270918142,0.942460317460317,0.890207715133531,0.906975651029426,0.930880202709971,0.938143004115226,0.940128649183573,0.942126940781951,0.925854599372155,0.925390708627703,0.945683802133851,0.945683802133851,0.933333333333333,0.933333333333333,0.935425467712734,0.943852855759923,0.940865142576839,0.962155227710071,0.968054211035818,0.960770699055697,0.977609333359165,0.974853823898132,0.962155227710071,0.965683081367821
"Broadmoor, Anderson Island, Shreve Isle.","Shreveport","LA","Shreveport-Bossier City","Caddo Parish",349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.745762711864407,0.8,0.837988826815642,0.837300604750972,0.833938074504112,0.829889807162534,0.818181818181818,0.805555555555556,0.796524257784214,0.7815276297086,0.766666666666667,0.790091043425951,0.804093567251462,0.816993464052288,0.813902137431549,0.862123204608592,0.825242718446602,0.807754442649435,0.810381286365368,0.826168080481659,0.840978593272171,0.828822733423545
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",350,,,,,,,,1.81884256362119,1.82945098939208,1.77124183006536,1.79468599033816,1.83356840620592,1.81159420289855,1.82291666666667,1.81159420289855,1.84029841529591,1.83673469387755,1.83714001986097,1.8417325182645,1.8450184501845,1.87065551515281,1.90657769304099,1.90003240905977,1.92857142857143,1.96195005945303,1.9731104812839,2.00251889168766,2.01203267624393,2.03193033381713,2.0377358490566,2.08568465746098,2.07182320441989,2.06611570247934,2.08272859216255,2.10144927536232,2.09923664122137,2.10405508798776,2.12464589235127,2.12328767123288,2.14623305690804,2.21378962697435,2.19871003076349,2.20588235294118,2.20045146726862,2.21391978258227,2.25324007255422,2.27240675288946,2.27994227994228,2.29007633587786,2.29468599033816,2.28783118362547,2.26438188494492,2.22361279849587,2.23529321836972,2.26833976833977,2.2673031026253,2.24660341752434,2.28519195612431,2.32744783306581,2.3209549071618,2.32558139534884,2.31548480463097,2.33494363929147,2.38461538461538,2.44328097731239,2.45283018867925,2.49484173700347,2.4880140002604,2.42349761661559,2.46521739130435,2.48513375211745,2.46842703009654,2.48447204968944,2.50220911776647,2.44299674267101,2.44054599038312,2.47555171203038,2.44385733157199,2.4778926921169,2.41851592973699,2.38322428207924,2.40320427236315,2.36427320490368,2.4232729488671,2.4789029535865,2.43589743589744,2.45841128015685,2.49192484999642,2.48484848484848,2.45140963565812,2.50368188512518,2.49768732654949,2.48091603053435,2.45183887915937,2.4390243902439,2.44922341696535,2.43797654612744,2.47285886610374,2.50737463126844,2.52501924557352,2.53810595818767,2.56038253251009,2.60180995475113,2.5974025974026,2.55632582322357
"Hollywood Lakes","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",351,,,,,,,,,,,,1.34448760083657,1.35236225288706,1.29410460992908,1.29343256691833,1.25305303558967,1.24792358803987,1.24155901350558,1.26247798003523,1.29175229986299,1.29032258064516,1.29099462365591,1.28945342571209,1.31578947368421,1.29451193967323,1.37254901960784,1.36155342935765,1.40274314214464,1.30718954248366,1.26984126984127,1.26642137786269,1.27288329519451,1.29062002706762,1.28972823583602,1.27026726276584,1.32352941176471,1.35076252723312,1.35162072074308,1.34375,1.35709544392179,1.37096774193548,1.35281385281385,1.35055783910746,1.35055783910746,1.3550135501355,1.37111109290781,1.48148148148148,1.43565122731334,1.43244491019281,1.43222506393862,1.42531356898518,1.43863769817968,1.43266475644699,1.45772594752187,1.45801910507793,1.45720943045385,1.41786927108045,1.41330028990064,1.43363195628257,1.42531356898518,1.49750415973378,1.52208412005236,1.453125,1.46082337317397,1.51745068285281,1.48880049650192,1.48809523809524,1.46799765120376,1.51601830663616,1.5,1.50574365175333,1.61290322580645,1.47659287694041,1.6260162601626,1.61204711560162,1.5604337476858,1.61081546737178,1.54186945618795,1.45911803589469,1.57148736945002,1.543007222587,1.43266475644699,1.45297593538295,1.47375569614011,1.5717017208413,1.57266811279826,1.52335815842925,1.55224575081919,1.58416266300618,1.59227985524729,1.6,1.60508474576271,1.5750787539377,1.61651583710407,1.62051184110008,1.6294001699159,1.632339715394,1.69286577992745,1.62073440178056,1.71641791044776,1.69992609016999,1.6952477522315,1.66718620116376,1.61290322580645,1.61290322580645
