"RegionID","RegionName","City","County","State","Metro","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
274772,"Northeast Dallas","Dallas","Dallas County","TX","Dallas-Fort Worth-Arlington",1,21.6825237856785,19.2747143566816,15.8478605388273,12.8539071347678,15.814226925338,13.8660399529965,18.5513288170922,18.3528215556685,20.2702702702703,22.5352112676056,21.1123110151188,19.9773627617431,19.8208955223881,19.6066379840197,14.6683673469388,12.7777777777778,16.2654996353027,12.780421481985,14.1650422352177,16.3522012578616,16.8350168350168,16.8399168399168,16.6419019316493,19.3251533742331,17.7379983726607,17.8448275862069,16.0682226211849,11.1665004985045,18.4042553191489,14.0471512770138,13.3090246125798,14.9395509499136,15.8677685950413,16.5546218487395,16.2489196197061,19.4275802254987,18.3752417794971,19.6515004840271,16.219119226638,12.914691943128,15.6213017751479,13.0979498861048,12.5,16.2441314553991,18.9897100093545,15.7221206581353,21.1255411255411,17.5355450236967,19.620253164557,19.4852941176471,14.1282565130261,10.85776330076,16.4807930607187,11.7713004484305,12.4604012671595,10.9433962264151,13.7552742616034,14.3548387096774,15.2689873417722,16.9354838709677,19.8360655737705,20.7749381698269,15.0388936905791,10.8108108108108,14.7357723577236,12.8378378378378,13.8983050847458,15.3061224489796,14.8953974895397,19.4682675814751,20.9106239460371,18.1587837837838,20.6194690265487,19.4839857651246,15.3561517113784,12.0798319327731,18.2913472070099,15.4320987654321,15.4891304347826,15.5393053016453,19.3771626297578,20.0655200655201,19.6044711951849,19.7573656845754,22.2027972027972,23.4758871701547,18.3634633682207,10.0867678958785,16.9064748201439,13.5405105438402,16.8855534709193,20.6113537117904,22.013093289689,23.8627294493216,23.1078904991948,25.6779661016949,25.974025974026,28.068669527897
112345,"Maryvale","Phoenix","Maricopa County","AZ","Phoenix-Mesa-Scottsdale",2,20.3484320557491,19.5561719833564,14.9022252191504,14.5833333333333,16.4941785252264,14.4363876071193,13.0604288499025,10.1801096319499,7.31277533039648,5.99812558575445,7.48987854251012,5.42110358180058,5.52763819095477,5.93132154006244,5.57768924302789,4.92125984251969,5.42888165038002,4.13318025258324,4.32276657060519,4.06779661016949,4.28816466552316,5.64663023679417,8.36363636363636,10.351966873706,7.23809523809524,12.5703564727955,10.6299212598425,10.4950495049505,11.9180633147114,8.33333333333333,6.0377358490566,6.34615384615385,8.12641083521445,10.1910828025478,9.8326359832636,15.2293577981651,14.827018121911,22.3622047244094,18.4615384615385,15.552099533437,18.6846038863976,15.0584795321637,14.0030441400304,15.78073089701,13.481228668942,14.1263940520446,17.1768707482993,16.0919540229885,15.6146179401993,16.025641025641,16.1550888529887,12.2611464968153,13.5646687697161,12.1804511278195,10.1071975497703,7.21153846153846,10.1910828025478,9.97023809523809,9.78260869565217,12.9411764705882,10.1123595505618,12.8410914927769,15.9929701230228,13.7221269296741,15.5763239875389,15.1145038167939,12.1848739495798,11.9422572178478,15.5102040816327,11.5961800818554,14.0472878998609,16.4756446991404,20.694259012016,19.5902688860435,19.8973042362003,15.7615894039735,19.7718631178707,19.5625759416768,18.5747663551402,12.9770992366412,12.7129750982962,14.7896879240163,18.070652173913,18.4636118598383,17.4089068825911,20.7627118644068,18.8445667125172,11.8181818181818,17.3352435530086,13.2267441860465,10.9439124487004,7.5070821529745,9.27536231884058,11.9302949061662,13.9118457300275,16.1248374512354,14.6112600536193,16.4642375168691
192689,"Paradise","Las Vegas","Clark County","NV","Las Vegas-Henderson-Paradise",3,17.7570093457944,15.9725400457666,15.513342379014,14.5569620253165,18.4803001876173,15.5075187969925,16.5946413137424,12.7572016460905,10.7820453493753,14.0948871487794,13.391557496361,12.779397473275,11.6485686080948,12.0925838450638,10.4613978985838,10.7889733840304,11.1111111111111,9.09961685823755,7.44580584354383,5.69815195071869,5.29100529100529,4.96342737722048,4.9367850692354,5.50510783200908,5.55555555555556,6.38436482084691,4.50980392156863,5.71428571428571,7.60542168674699,4.53149001536098,6.1863173216885,4.7098976109215,4.86257928118393,5.53558590941769,7.65850596359071,10.0196463654224,12.0562625586068,11.4882506527415,11.0019646365422,11.2472963229993,12,13.0801687763713,11.4851485148515,11.7300131061599,11.7140966247518,11.336032388664,12.6465144972239,15.2795838751625,13.0577427821522,15.1791530944625,12.6910299003322,10.7042253521127,11.9484046164291,11.6402116402116,13.0812151270924,12.0689655172414,11.7792932424055,11.1174458380844,12.9923574368019,13.6258660508083,16.5298944900352,15.6885531667635,14.7720364741641,11.8591723285979,13.8278931750742,12.3184195235328,11.9296316657504,10.2705687465489,9.78609625668449,11.0712455151205,11.6971279373368,12.9748396645289,13.2816823464305,13.3137829912023,13.9263803680982,9.47647448641484,11.8632707774799,11.0453648915187,11.2025316455696,9.12095175148711,9.54606141522029,8.2089552238806,10.7518796992481,11.0044313146233,12.0754716981132,12.4626865671642,10.3937007874016,8.97994768962511,8.78260869565217,10.0586756077117,11.4173228346457,11.6205533596838,9.85259891388673,10.5182926829268,12.1451104100946,18.1653042688465,21.2224108658744,25.7911392405063
270958,"Upper West Side","New York","New York County","NY","New York-Newark-Jersey City",4,11.965811965812,14.5454545454545,9.57575757575758,6.86528497409326,9.69267139479905,7.86267995570321,6.96266397578204,9.7254004576659,8.73205741626794,10,7.31414868105516,7.63260025873221,12.1706398996236,13.1128848346636,8.64321608040201,5.26315789473684,7.93172690763052,10.3969754253308,7.53676470588235,6.29800307219662,7.70392749244713,9.20245398773006,6.5531914893617,5.01342882721576,5.61708860759494,7.12589073634204,5.58055805580558,2.96762589928058,4.41609421000981,5.06585612968592,3.23450134770889,6.28683693516699,5.75916230366492,5.38373424971363,4.65116279069767,4.49591280653951,6.31424375917768,8.23529411764706,5.29531568228106,2.93122886133033,5.22306855277476,4.34310532030402,5.61440677966102,4.70809792843691,7.17131474103586,5.32994923857868,5.91471801925722,2.84463894967177,6.6768994627782,7.98722044728435,5.44593528018942,2.9126213592233,4.44930707512764,4.03022670025189,5.88235294117647,6.15501519756839,5.73770491803279,6.74237047551455,4.3448275862069,3.42815463165573,6.24113475177305,7.37704918032787,6.3973063973064,4.38432835820895,5.22827687776141,5.48459804658152,8.41720036596523,8.39112343966713,10.1612903225806,11.004016064257,7.23793677204659,4.47368421052632,10.1590106007067,9.31034482758621,7.98969072164948,3.44506517690875,6.58513640639699,5.69561157796452,9.44881889763779,7.21903199343724,9.85373364126251,9.98452012383901,6.56814449917898,4.23280423280423,9.80223559759243,11.6013071895425,9.94102780117944,5.52434456928839,10.3544776119403,7.42857142857143,7.87878787878788,11.5650534255185,14.3774069319641,11.9000657462196,11.5201090661213,7.20306513409962,14.3633540372671,16.7711598746082
118208,"South Los Angeles","Los Angeles","Los Angeles County","CA","Los Angeles-Long Beach-Anaheim",5,13.4168157423971,14.0480591497227,15.045871559633,12.5220458553792,14.6690518783542,13.973063973064,14.9922720247295,14.1396933560477,10.4477611940299,11.2932604735883,13.2710280373832,15.3703703703704,15.5140186915888,16.0220994475138,13.3913043478261,12.0879120879121,11.4180478821363,13.2854578096948,11.7543859649123,11.4232209737828,11.1317254174397,9.79284369114878,9.6579476861167,12.5523012552301,8.11965811965812,9.3681917211329,7.04545454545455,6.49350649350649,9.88700564971751,8.69565217391304,10.0755667506297,7.97872340425532,12.5,10.9859154929577,12.0234604105572,13.4285714285714,14.3730886850153,11.8694362017804,12.4161073825503,12.1428571428571,11.6129032258065,9.87261146496815,11.3573407202216,13.8801261829653,12.8440366972477,11.7142857142857,13.2022471910112,10.7692307692308,13.0584192439863,12.9230769230769,7.33137829912023,8.76132930513595,10.126582278481,9.45558739255014,9.59302325581395,6.10328638497653,5.77889447236181,8.35579514824798,8.05555555555556,4.59459459459459,10.2209944751381,8.46994535519126,9.2436974789916,5.72207084468665,8.6053412462908,6.32911392405063,10.0303951367781,4.3956043956044,6.4,7.3972602739726,8.21917808219178,8.9058524173028,7.88804071246819,8.03108808290155,9.73684210526316,5.73770491803279,7.04225352112676,6.77966101694915,7.38786279683377,9.04522613065327,10.1010101010101,9.68523002421307,9.66057441253264,6.5,9.33333333333333,13.7640449438202,10.5113636363636,7.8125,10.1973684210526,7.64331210191083,7.16417910447761,7.22543352601156,8,9.74930362116992,11.9617224880383,15.2582159624413,12.933025404157,14.8883374689826
270957,"Upper East Side","New York","New York County","NY","New York-Newark-Jersey City",6,10.8614232209738,14.8766328011611,10.8087679516251,6.484375,11.3236419280796,8.58849887976102,10.880829015544,8.91938250428816,9.83020554066131,10.2752293577982,7.62331838565022,4.38842203548086,11.6487455197133,12.9373474369406,8.15731973780044,5.02476999292286,9.6646942800789,8.17402768622281,8.76002467612585,7.37419033383159,9.36438622028142,9.02366863905325,4.91266375545852,5.76036866359447,8.54740775338627,8.7218045112782,5.91549295774648,3.30528846153846,5.89254766031196,5.46583850931677,5.03919372900336,7.22748815165877,5.82842174197773,6.26780626780627,3.8961038961039,3.41805433829974,6.29301868239921,10.0970873786408,5.2819414703783,4.07497962510187,5.84890333062551,5.02471169686985,6.86900958466454,6.26381724392041,5.60453400503778,4.99031007751938,5.6047197640118,3.66430260047281,7.73584905660377,9.33997509339975,7.05580500320718,3.71389270976616,6.72268907563025,4.88798370672098,6.59340659340659,6.50195058517555,9.48717948717949,8.52130325814536,6.32992327365729,4.74840538625089,7.36240171551108,9.63364993215739,7.36522399392559,3.92628205128205,6.68414154652687,6.52173913043478,9.87031700288184,9.12676056338028,10.7400130975769,10.2514506769826,6.69761273209549,4.87632508833922,12.1362668559262,11.7059243397573,7.15307582260372,3.28495034377387,8.05369127516779,7.26744186046512,9.68641114982578,9.57377049180328,10.0814026299311,10.9597523219814,9.5114006514658,4.60763138948884,11.0416666666667,13.5135135135135,8.008356545961,4.40729483282675,12.258543833581,9.11935628073313,9.43068231203825,14.2208774583964,14.0438247011952,13.0571578395385,9.87791342952275,6.74653215636822,13.7654320987654,17.7890724269377
192820,"Sunrise Manor","Las Vegas","Clark County","NV","Las Vegas-Henderson-Paradise",7,14.6810146041507,12.5165562913907,14.0604467805519,12.2324159021407,15.553925165077,14.9484536082474,15.2484683458135,10.1529902642559,12.6501766784452,13.4601832276251,13.4110787172012,12.6729788783685,12.6106194690265,12.326768781911,11.4777618364419,9.82211910286156,10.2987421383648,8.77470355731225,6.43910007757952,3.84944396920445,3.99257195914578,4.59670424978317,3.4729315628192,4.76626947754354,5.92105263157895,5.62814070351759,4.49101796407186,4.16221985058698,7.64192139737991,3.52811466372657,5.07166482910695,6.6079295154185,5.34934497816594,5.99781897491821,6.88956433637285,8.26985854189336,10.6223175965665,12.7835051546392,11.1675126903553,10.8626198083067,11.8974358974359,10.233918128655,10.0095328884652,11.2204724409449,9.38446014127144,10.4477611940299,10.7109004739336,12.4217118997912,13.3810010214505,14.0081799591002,10.4931794333683,10.6861642294713,12.0819848975189,9.58904109589041,9.81856990394877,10.7936507936508,10.2794411177645,9.402460456942,11.8131868131868,12.0879120879121,12.3376623376623,13.6571952337305,11.4018691588785,9.31134820562561,13.2804757185332,12.4242424242424,10.9055501460565,9.00649953574745,9.72590627763041,10.1362862010221,12.5,14.3086816720257,12.1994657168299,12.6134301270417,11.4043355325165,10.6230847803882,12.3287671232877,10.4830421377184,9.43396226415094,10.1239669421488,9.69387755102041,8.56832971800434,9.85401459854015,11.2079701120797,11.9047619047619,11.1979166666667,10.0828729281768,8.28220858895705,7.981220657277,7.30593607305936,7.30337078651685,8.75179340028694,7.20961281708945,5.95854922279793,8.70712401055409,16.1787365177196,22.0505617977528,23.2712765957447
192796,"Spring Valley","Las Vegas","Clark County","NV","Las Vegas-Henderson-Paradise",8,14.8710166919575,15.0446238844029,14.6228402865571,13.6948888021849,16.3978494623656,15.8480074142725,15.0340715502555,12.0175438596491,12.4061810154525,14.5814977973568,14.1483516483516,13.9662254678229,12.4881740775781,12.6618705035971,9.54587581093605,9.16141541444498,10.0050787201625,7.82652043868395,6.66027791087686,4.61215932914046,4.66666666666667,3.70799536500579,4.40867739678097,5.32544378698225,5.99022004889976,5.67423230974633,3.96361273554256,4.39882697947214,5.48872180451128,5.92417061611374,5.49800796812749,4.32513049962714,7.96934865900383,7.14285714285714,8.51202079272255,10.1231190150479,9.52707333790267,13.5064935064935,12.4602670057216,11.4788732394366,14.6706586826347,11.934766493699,12.1641791044776,11.5750915750916,11.9338605319914,11.2535612535613,12.1419676214197,14.551724137931,13.9595564253099,15.9420289855072,12.4156545209177,10.2288984263233,13.8032305433186,9.90033222591362,14.4202898550725,11.7329737019555,10.624597553123,11.3344500279174,15.7953906689151,14.3550998381004,16.2614802809292,17.1321160042965,13.2488479262673,10.0296735905045,13.3333333333333,13.9455782312925,13.6655948553055,13.6556854410202,11.7344312918168,11.6731517509728,12.0333988212181,15.8462259728083,15.1481274455003,14.1408450704225,10.5294117647059,8.65326020719074,11.0970196575777,9.93827160493827,11.0718492343934,9.57446808510638,10.6870229007634,10.6312292358804,12.4460431654676,13.3381398702235,12.6315789473684,12.0491174213354,9.89456609894566,6.40913081650571,11.2999150382328,8.69905956112853,9.58395245170877,10.9237536656891,10.2749638205499,12.5978647686833,15.1536312849162,20.7390648567119,22.3227752639517,24.8011569052784
268496,"Southeast Los Angeles","Los Angeles","Los Angeles County","CA","Los Angeles-Long Beach-Anaheim",9,14.2857142857143,13.0120481927711,9.7799511002445,12.0987654320988,10.5747126436782,13.0044843049327,14.1025641025641,13.5391923990499,9.79899497487437,12.8608923884514,15.9493670886076,10.4325699745547,15.8163265306122,12.5,15.6626506024096,12.5641025641026,11.7962466487936,13.3903133903134,14.4385026737968,11.830985915493,7.80346820809249,12.9129129129129,8.76132930513595,11.0062893081761,10.4575163398693,11.046511627907,8.45481049562682,8.64197530864197,9.47712418300654,9.31899641577061,9.12162162162162,6.12244897959184,5.83657587548638,8.08510638297872,6.66666666666667,14.3478260869565,16.1764705882353,16.5094339622642,8.75576036866359,10.762331838565,13.8528138528139,15.1898734177215,10.4,9.16334661354582,12.6530612244898,7.78688524590164,11.6666666666667,12.4444444444444,13.1818181818182,6.99588477366255,8.05084745762712,6.83760683760684,8.88888888888889,11.6883116883117,4.31034482758621,6.74157303370786,9.68992248062015,6.09756097560976,8.78661087866109,5.30973451327434,5.46218487394958,6.27615062761506,7.35930735930736,7.04845814977974,7.65765765765766,8,10.5263157894737,5,7.94979079497908,6.77966101694915,8.23045267489712,8,9.28571428571429,11.7857142857143,7.60456273764259,6.56370656370656,5.88235294117647,6.91056910569106,7.57575757575758,7.55395683453237,9.40766550522648,7.11743772241993,9.77443609022556,7.22433460076046,6.69144981412639,6.93430656934307,7.74907749077491,4.28015564202335,6.85483870967742,6.25,5.74712643678161,3.36134453781513,7.5,4.58333333333333,7.78210116731517,5.92885375494071,12,12.3222748815166
194430,"East New York","New York","Kings County","NY","New York-Newark-Jersey City",10,5.99250936329588,9.09090909090909,9.36170212765957,6.06060606060606,6.97674418604651,6.04651162790698,8.75576036866359,8.15217391304348,7.48663101604278,10.4166666666667,7.6530612244898,8.9622641509434,9.09090909090909,6.04838709677419,3.55871886120996,7.35294117647059,4.71014492753623,5.38720538720539,6.40569395017794,6.53846153846154,3.89105058365759,4.26356589147287,4.18250950570342,4.81481481481481,3.2,7.25190839694656,3.80228136882129,6.98529411764706,6.29370629370629,7.6158940397351,5.3968253968254,4.89296636085627,3.76175548589342,3.33333333333333,3.65296803652968,2.72727272727273,5.94594594594595,4.97737556561086,3.6144578313253,7.35294117647059,3.50877192982456,4.14201183431953,2.15384615384615,4.22960725075529,2.41379310344828,2.83687943262411,3.46320346320346,3.2,4.20168067226891,3.11111111111111,4.40528634361233,2.69058295964126,3.51758793969849,4.16666666666667,3.06122448979592,5.96330275229358,3.10880829015544,2.71493212669683,5.2863436123348,5.69948186528497,3.66492146596859,5.85365853658537,2.10526315789474,6.03015075376884,5.26315789473684,3.88888888888889,4.18848167539267,1.47058823529412,10.5769230769231,4.48430493273543,6.55021834061135,5.68720379146919,4.78468899521531,3.94088669950739,6.88073394495413,3.48258706467662,3.55555555555556,3.21100917431193,4.47761194029851,6.85714285714286,1.36054421768707,4.08163265306122,3.64963503649635,5.71428571428571,4.44444444444444,4.54545454545455,8.13008130081301,3.2520325203252,5.73770491803279,4.23728813559322,6.30630630630631,1.78571428571429,9.25925925925926,8.33333333333333,5.08474576271186,12.5,6.73076923076923,13.5416666666667
